,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,2.3446872272105614,-0.04386210290669611,1.3645844407266732,0.7145088315010071,0.04384804144501686,0.6982510685920715,-0.6169319748878479,-0.7538796067237854,-0.27673429250717163,0.02633589506149292,0.04715535044670105,0.02934896945953369
1,-0.10841276373128536,0.11899518104770843,0.7758395003449127,-0.10743537545204163,-0.11871455609798431,-0.9870990514755249,0.035510290414094925,0.0042357007041573524,0.35879436135292053,-0.032060474157333374,0.031220659613609314,-0.0987468957901001
2,-0.0920207966051251,0.09383858334519343,0.800973821615409,-0.09148669987916946,-0.09370092302560806,-0.9913880825042725,-0.6171534061431885,0.5677642226219177,0.27991750836372375,-0.009343385696411133,0.007229365408420563,0.02111220359802246
3,-0.09197349308539246,0.08448262847978127,0.8271531783977571,-0.09151631593704224,-0.08438216894865036,-0.9922219514846802,0.2333221584558487,-0.44668668508529663,0.23923639953136444,-0.016470134258270264,0.01702987402677536,0.015613675117492676
4,-0.11348887993803072,0.06630968277053564,0.8453452074816826,-0.11299654096364975,-0.06626109778881073,-0.9913834929466248,-0.18903015553951263,-0.29246941208839417,0.054666414856910706,-0.03930143266916275,0.01673106849193573,-0.014216482639312744
5,-0.12674958938829936,0.0803325329443748,0.8727463800676011,-0.12600281834602356,-0.08024615794420242,-0.9887789487838745,0.7422435879707336,-0.0008824281394481659,0.38626739382743835,-0.029331639409065247,0.03857441991567612,-0.014028608798980713
6,-0.1594140150471535,0.11133980803123364,0.9205483080833791,-0.1577567756175995,-0.1111099123954773,-0.9812071323394775,0.2740965187549591,-0.8324775695800781,0.5240079760551453,0.004970520734786987,0.051097095012664795,0.02721238136291504
7,-0.23600396077919558,0.1445920306673676,0.9435449978676795,-0.23137927055358887,-0.1440887302160263,-0.9621341228485107,-0.0459478497505188,-1.29494309425354,-0.3088112473487854,-0.03815197944641113,0.0347747802734375,0.15852999687194824
8,-0.3861225569278499,0.17267216483354408,0.9333785522578293,-0.37099894881248474,-0.17181538045406342,-0.9126002788543701,-0.4674355983734131,-0.7899015545845032,0.288215696811676,0.04986247420310974,0.05829000473022461,0.12973284721374512
9,-0.4832731909703543,0.11606440207284,0.9182208328351741,-0.4615536630153656,-0.11580399423837662,-0.8795212507247925,0.08471544831991196,-0.995551347732544,-0.1711077094078064,-0.04258143901824951,-0.008341498672962189,-0.13692766427993774
10,-0.649112121600488,0.12791101605993277,0.929372812499323,-0.5995410680770874,-0.1275625079870224,-0.7901128530502319,0.5211748480796814,-2.4974210262298584,-0.4241788387298584,-0.1331096887588501,-0.1025553047657013,-0.24041998386383057
11,-0.7055484584282601,0.11620290104141397,0.9176396939538933,-0.6440783143043518,-0.11594156175851822,-0.7561221122741699,-1.028854489326477,0.7687467932701111,0.3846733868122101,-0.04821294546127319,-0.14922568202018738,-0.025372028350830078
12,-0.7952492488387084,0.11241059545062146,0.9342979862147268,-0.7095314860343933,-0.11217400431632996,-0.6956881284713745,1.213765263557434,-1.9656144380569458,0.3993566930294037,0.035093069076538086,0.008307434618473053,-0.1945553421974182
13,-1.0481180240536578,0.16924907107653192,1.1034978187943876,-0.8541045784950256,-0.16844220459461212,-0.492069810628891,2.0430376529693604,-2.1147282123565674,0.6264134645462036,-0.026632726192474365,0.015305012464523315,-0.2663987874984741
14,-1.3101771446972879,0.22770820905090666,1.3854782316056928,-0.9412886500358582,-0.22574548423290253,-0.2510272264480591,3.1208391189575195,-2.2455546855926514,0.1633128821849823,-0.006511032581329346,0.13587120175361633,-0.23395812511444092
15,-1.5808574188642184,0.2930274338341575,1.7221451271391892,-0.9573252201080322,-0.28885191679000854,0.009632062166929245,3.5955004692077637,-2.285429000854492,-0.5734740495681763,-0.011272072792053223,0.20318913459777832,-0.22430801391601562
16,-1.9021906083681384,0.3557959321426667,2.1278989320739465,-0.8863668441772461,-0.3483365476131439,0.3049841821193695,3.6230499744415283,-1.09092378616333,-1.4520509243011475,-0.04199308156967163,0.3539670705795288,0.05237659811973572
17,-2.0455015023136762,0.37393794642425393,2.4263184573074428,-0.8279644846916199,-0.3652840852737427,0.4254904091358185,1.6920992136001587,-0.2012033760547638,-1.3913187980651855,0.06360608339309692,0.23912447690963745,0.06483545899391174
18,-2.140154267439463,0.385237522294483,2.6309637468441958,-0.780518114566803,-0.37577927112579346,0.49958083033561707,1.0888850688934326,0.7155871391296387,-0.8020387887954712,0.15907353162765503,0.09893912076950073,-0.045036882162094116
19,-1.8705245718282026,0.40476197132132,2.709234017483703,-0.8782155513763428,-0.3937999904155731,0.27140241861343384,-0.2751816511154175,5.215362071990967,-0.10791832208633423,0.00013309717178344727,0.022935062646865845,0.2706660330295563
20,-1.0094262309827604,0.3533698382773087,2.579517539092641,-0.7942212224006653,-0.3460613787174225,-0.4994538128376007,-2.0067479610443115,8.226834297180176,0.8440638780593872,-0.04446285963058472,0.025291115045547485,0.1898530125617981
21,-0.2662438183447184,0.17815817911717444,2.596748910694275,-0.25894489884376526,-0.17721720039844513,-0.9494954347610474,-1.1896839141845703,5.843440055847168,1.431930661201477,0.020038068294525146,-0.10432270169258118,-0.03407084941864014
