,attitude.roll,attitude.pitch,attitude.yaw,gravity.x,gravity.y,gravity.z,rotationRate.x,rotationRate.y,rotationRate.z,userAcceleration.x,userAcceleration.y,userAcceleration.z
0,0.12527300977253025,0.24068154246371998,-1.364170664249067,0.12134414166212082,-0.238364577293396,-0.9635652303695679,1.1650193929672241,-1.1870836019515991,0.8278233408927917,0.08287948369979858,-0.062691330909729,-0.23644697666168213
1,0.003807840562114009,0.6014892763968415,0.262697759128074,0.0031395333353430033,-0.565871000289917,-0.8244878649711609,0.6354525685310364,0.107881560921669,0.26896166801452637,-0.06350330263376236,0.08639407157897949,0.2109624147415161
2,0.017564468834167905,0.5780251807817914,0.23426534438385868,0.01471024565398693,-0.5463709831237793,-0.8374140858650208,-1.1166284084320068,0.33475643396377563,-0.4694729447364807,-0.02993851900100708,0.019759654998779297,-0.05366867780685425
3,0.09477193367006848,0.5425098737957259,0.22366471351227493,0.08104271441698074,-0.516287088394165,-0.8525723814964294,-0.46889352798461914,0.12233730405569077,0.6879921555519104,-0.11239953339099884,-0.15873122215270996,-0.3688783645629883
4,0.04750802280943969,0.4282321666129032,0.255594247394976,0.04320185258984566,-0.41526326537132263,-0.9086748957633972,-0.7445932030677795,-0.7009572982788086,-0.49700066447257996,0.09498172998428345,0.08213341236114502,0.020231902599334717
5,0.035368474828664107,0.3369457832235959,0.2351704288337247,0.033372703939676285,-0.3306061625480652,-0.9431785941123962,-0.5362786650657654,-0.8377684354782104,-0.26097843050956726,-0.014039821922779083,-0.13922721147537231,0.07913440465927124
6,0.026211884383413566,0.27450616604629835,0.21835582428313233,0.02522760070860386,-0.2710716128349304,-0.962228536605835,-0.47191157937049866,1.4533566236495972,0.35999974608421326,0.1342419981956482,-0.07334977388381958,0.03319716453552246
7,-0.0016308247254844753,0.34462154559951436,0.24044075187218034,-0.001534937066026032,-0.3378404974937439,-0.9412021040916443,-0.4944245517253876,-0.2679319679737091,0.7199546098709106,0.00846242904663086,-0.08894780278205872,0.07103919982910156
8,-0.15952770460671756,0.34519110242380774,0.6225781849493747,-0.1494813859462738,-0.338376522064209,-0.9290622472763062,1.0343812704086304,-0.910365641117096,3.8890178203582764,0.1289888322353363,-0.0416436493396759,-0.26371729373931885
9,-0.24153152608016587,0.36541655091680597,0.7544709357646618,-0.22339746356010437,-0.3573383688926697,-0.9068642854690552,0.5772024393081665,1.0103213787078857,-2.323108196258545,0.5220425128936768,0.5997852683067322,-0.13448703289031982
10,0.07799484854717086,0.4563083309213438,0.4483847820870788,0.0699438601732254,-0.44063717126846313,-0.8949562907218933,2.5934360027313232,3.481349229812622,-5.72690486907959,0.120729960501194,1.1610655784606934,0.4333016276359558
11,0.7732976676035128,0.31749488755875455,-0.32051246941751255,0.6635882258415222,-0.31218764185905457,-0.6798452138900757,-2.0920422077178955,1.6915761232376099,-7.775705814361572,-0.09559506177902222,0.39846086502075195,-0.12452179193496704
12,0.693155730521395,-0.29405752497213483,-0.5675943045176157,0.611540675163269,0.28983795642852783,-0.7362146973609924,-0.12780240178108215,-1.0866892337799072,-4.0708088874816895,0.40228378772735596,-0.7306033372879028,-0.49754995107650757
13,0.688144486890589,-0.340226645932055,-0.8140716822107973,0.5987001657485962,0.3337007462978363,-0.7281495928764343,1.4404754638671875,1.3916882276535034,0.89061039686203,1.3001339435577393,-0.9543215036392212,-0.0858914852142334
14,0.9838235378201172,-0.17393167964374381,-0.7118987737690237,0.8200585246086121,0.17305603623390198,-0.5454866886138916,0.33788391947746277,3.6545844078063965,2.1075453758239746,0.10929328203201294,0.11901244521141052,-0.6489713191986084
15,1.0534802718714547,-0.10286028860161905,-0.6261750316717963,0.8645558953285217,0.10267900675535202,-0.49193528294563293,-0.8811870813369751,0.015358597971498966,-1.3387742042541504,-0.36284685134887695,1.1862919330596924,0.41770124435424805
16,1.1324936203756737,-0.23898153690382018,-0.7467466362691176,0.8797393441200256,0.2367132306098938,-0.41234150528907776,-0.22741661965847015,-1.5388723611831665,-2.1374363899230957,-0.3269287347793579,0.0793420821428299,0.10946983098983765
17,1.0274443743001356,-0.3908596623886417,-0.9151671648907287,0.7914240956306458,0.3809833824634552,-0.47801631689071655,1.1049154996871948,-1.7368595600128174,-1.318518042564392,0.26941269636154175,-0.3575764000415802,-0.45527225732803345
18,0.928608234114838,-0.4477727620550659,-0.9150543540523809,0.7218404412269592,0.4329589605331421,-0.5399008989334106,-0.9880816340446472,0.08945789933204651,1.7574938535690308,1.0827860832214355,-0.5039428472518921,-0.17759788036346436
